"IPPS and OPPS Wage Indices by Fiscal Year 
Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
SSACD,State,County,CBSA 2015,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2015
17150,KS,COFFEY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17160,KS,COMANCHE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17170,KS,COWLEY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17180,KS,CRAWFORD,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17190,KS,DECATUR,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17200,KS,DICKINSON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17210,KS,DONIPHAN,41140,1.0456,1.0229,1.0229,1.0325,1.0280,0.9894,0.9855
17220,KS,DOUGLAS,29940,0.8285,0.8532,0.8532,0.8470,0.8789,0.8495,0.8684
17230,KS,EDWARDS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17240,KS,ELK,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17250,KS,ELLIS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17260,KS,ELLSWORTH,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17270,KS,FINNEY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17280,KS,FORD,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17290,KS,FRANKLIN,NA,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.7763
17300,KS,GEARY,NA,,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17310,KS,GOVE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17320,KS,GRAHAM,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17330,KS,GRANT,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17340,KS,GRAY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17350,KS,GREELEY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17360,KS,GREENWOOD,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17370,KS,HAMILTON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17380,KS,HARPER,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17390,KS,HARVEY,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17391,KS,HASKELL,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17410,KS,HODGEMAN,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17420,KS,JACKSON,45820,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.8862
17430,KS,JEFFERSON,45820,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.8862
17440,KS,JEWELL,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17450,KS,JOHNSON,28140,0.9423,0.9555,0.9555,0.9510,0.9494,0.9442,0.9239
17451,KS,KEARNY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17470,KS,KINGMAN,48620,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.8316
17480,KS,KIOWA,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17490,KS,LABETTE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17500,KS,LANE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17510,KS,LEAVENWORTH,28140,0.9423,0.9555,0.9555,0.9510,0.9494,0.9442,0.9239
17520,KS,LINCOLN,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17530,KS,LINN,28140,0.9423,0.9555,0.9555,0.9510,0.9494,0.9442,0.9239
17540,KS,LOGAN,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17550,KS,LYON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17560,KS,MCPHERSON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17570,KS,MARION,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17580,KS,MARSHALL,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17590,KS,MEADE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17600,KS,MIAMI,28140,0.9423,0.9555,0.9555,0.9510,0.9494,0.9442,0.9239
17610,KS,MITCHELL,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17620,KS,MONTGOMERY,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17630,KS,MORRIS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17640,KS,MORTON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17650,KS,NEMAHA,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17660,KS,NEOSHO,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17670,KS,NESS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17680,KS,NORTON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17690,KS,OSAGE,45820,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.8862
17700,KS,OSBORNE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17710,KS,OTTAWA,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17720,KS,PAWNEE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17730,KS,PHILLIPS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17740,KS,POTTAWATOMIE,31740,,0.8183,0.8183,0.7987,0.8080,0.7935,0.9139
17750,KS,PRATT,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17760,KS,RAWLINS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17770,KS,RENO,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17780,KS,REPUBLIC,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17790,KS,RICE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17800,KS,RILEY,31740,,0.8183,0.8183,0.7987,0.8080,0.7935,0.9139
17810,KS,ROOKS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17820,KS,RUSH,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17830,KS,RUSSELL,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17840,KS,SALINE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17841,KS,SCOTT,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17860,KS,SEDGWICK,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17870,KS,SEWARD,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17880,KS,SHAWNEE,45820,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.8862
17890,KS,SHERIDAN,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17900,KS,SHERMAN,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17910,KS,SMITH,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17920,KS,STAFFORD,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17921,KS,STANTON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17940,KS,STEVENS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17950,KS,SUMNER,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17960,KS,THOMAS,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17970,KS,TREGO,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17980,KS,WABAUNSEE,45820,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.8862
17981,KS,WALLACE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17982,KS,WASHINGTON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17983,KS,WICHITA,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17984,KS,WILSON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17985,KS,WOODSON,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
17986,KS,WYANDOTTE,28140,0.9423,0.9555,0.9555,0.9510,0.9494,0.9442,0.9239
17999,KS,STATEWIDE,NA,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7763
18000,KY,ADAIR,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18010,KY,ALLEN,14540,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.8402
18020,KY,ANDERSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18030,KY,BALLARD,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18040,KY,BARREN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18050,KY,BATH,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18060,KY,BELL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18070,KY,BOONE,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18080,KY,BOURBON,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18090,KY,BOYD,26580,0.9093,0.9036,0.9036,0.8877,0.8819,0.8492,0.8693
18100,KY,BOYLE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18110,KY,BRACKEN,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18120,KY,BREATHITT,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18130,KY,BRECKINRIDGE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18140,KY,BULLITT,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18150,KY,BUTLER,14540,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.8402
18160,KY,CALDWELL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18170,KY,CALLOWAY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18180,KY,CAMPBELL,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18190,KY,CARLISLE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18191,KY,CARROLL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18210,KY,CARTER,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18220,KY,CASEY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18230,KY,CHRISTIAN,17300,0.8271,0.8143,0.8143,0.7968,0.8115,0.8060,0.7722
18240,KY,CLARK,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18250,KY,CLAY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18260,KY,CLINTON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18270,KY,CRITTENDEN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18271,KY,CUMBERLAND,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18290,KY,DAVIESS,36980,0.8731,0.8493,0.8493,0.8491,0.8321,0.8207,0.7722
18291,KY,EDMONSON,14540,0.8313,0.8499,0.8499,0.8680,0.8615,0.8679,0.8402
18310,KY,ELLIOTT,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18320,KY,ESTILL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18330,KY,FAYETTE,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18340,KY,FLEMING,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18350,KY,FLOYD,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18360,KY,FRANKLIN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18361,KY,FULTON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18362,KY,GALLATIN,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18390,KY,GARRARD,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18400,KY,GRANT,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18410,KY,GRAVES,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18420,KY,GRAYSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18421,KY,GREEN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18440,KY,GREENUP,26580,0.9091,0.9031,0.9031,0.8877,0.8819,0.8492,0.8693
18450,KY,HANCOCK,36980,0.8731,0.8493,0.8493,0.8491,0.8321,0.8207,0.7722
18460,KY,HARDIN,21060,0.8435,0.8289,0.8289,0.8334,0.8602,0.8105,0.7722
18470,KY,HARLAN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18480,KY,HARRISON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18490,KY,HART,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18500,KY,HENDERSON,21780,0.8499,0.8456,0.8456,0.8353,0.8597,0.8401,0.8581
18510,KY,HENRY,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18511,KY,HICKMAN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18530,KY,HOPKINS,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18540,KY,JACKSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18550,KY,JEFFERSON,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18560,KY,JESSAMINE,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18570,KY,JOHNSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18580,KY,KENTON,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18590,KY,KNOTT,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18600,KY,KNOX,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18610,KY,LARUE,21060,0.8435,0.8289,0.8289,0.8334,0.8602,0.8105,0.7722
18620,KY,LAUREL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18630,KY,LAWRENCE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18640,KY,LEE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18650,KY,LESLIE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18660,KY,LETCHER,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18670,KY,LEWIS,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18680,KY,LINCOLN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18690,KY,LIVINGSTON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18700,KY,LOGAN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18710,KY,LYON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18720,KY,MC CRACKEN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18730,KY,MC CREARY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18740,KY,MC LEAN,36980,0.8731,0.8493,0.8493,0.8491,0.8321,0.8207,0.7722
18750,KY,MADISON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18760,KY,MAGOFFIN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18770,KY,MARION,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18780,KY,MARSHALL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18790,KY,MARTIN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18800,KY,MASON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18801,KY,MEADE,21060,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.7722
18802,KY,MENIFEE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18830,KY,MERCER,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18831,KY,METCALFE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18850,KY,MONROE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18860,KY,MONTGOMERY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18861,KY,MORGAN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18880,KY,MUHLENBERG,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18890,KY,NELSON,NA,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.7722
18900,KY,NICHOLAS,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18910,KY,OHIO,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18920,KY,OLDHAM,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18930,KY,OWEN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18931,KY,OWSLEY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18932,KY,PENDLETON,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
18960,KY,PERRY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18970,KY,PIKE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18971,KY,POWELL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18972,KY,PULASKI,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18973,KY,ROBERTSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18974,KY,ROCKCASTLE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18975,KY,ROWAN,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18976,KY,RUSSELL,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18977,KY,SCOTT,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18978,KY,SHELBY,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18979,KY,SIMPSON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18980,KY,SPENCER,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18981,KY,TAYLOR,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18982,KY,TODD,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18983,KY,TRIGG,17300,0.8267,0.8131,0.8131,0.7963,0.8115,0.8060,0.7439
18984,KY,TRIMBLE,31140,0.9210,0.8902,0.8902,0.8817,0.8825,0.8742,0.8531
18985,KY,UNION,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18986,KY,WARREN,14540,0.8313,0.8499,0.8499,0.8680,0.8615,0.8679,0.8402
18987,KY,WASHINGTON,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18988,KY,WAYNE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18989,KY,WEBSTER,NA,0.8499,0.8456,0.8456,0.8353,0.8597,0.8401,0.7722
18990,KY,WHITLEY,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18991,KY,WOLFE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
18992,KY,WOODFORD,30460,0.8917,0.8842,0.8842,0.8731,0.8748,0.8927,0.8862
18999,KY,STATEWIDE,NA,0.7899,0.7961,0.7961,0.7968,0.7950,0.7924,0.7722
19000,LA,ACADIA,29180,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7808
19010,LA,ALLEN,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19020,LA,ASCENSION,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19030,LA,ASSUMPTION,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19040,LA,AVOYELLES,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19050,LA,BEAUREGARD,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19060,LA,BIENVILLE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19070,LA,BOSSIER,43340,0.8519,0.8465,0.8465,0.8608,0.8580,0.8398,0.8291
19080,LA,CADDO,43340,0.8519,0.8465,0.8465,0.8608,0.8580,0.8398,0.8291
19090,LA,CALCASIEU,29340,0.7656,0.7971,0.7971,0.8167,0.7964,0.7841,0.7603
19100,LA,CALDWELL,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19110,LA,CAMERON,29340,0.7656,0.7971,0.7971,0.8167,0.7964,0.7841,0.7603
19120,LA,CATAHOULA,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19130,LA,CLAIBORNE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19140,LA,CONCORDIA,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19150,LA,DE SOTO,43340,0.8519,0.8465,0.8465,0.8608,0.8580,0.8398,0.8291
19160,LA,E. BATON ROUGE,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19170,LA,EAST CARROLL,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19180,LA,EAST FELICIANA,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19190,LA,EVANGELINE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19200,LA,FRANKLIN,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19210,LA,GRANT,10780,0.8095,0.8152,0.8151,0.8137,0.8148,0.7960,0.7925
19220,LA,IBERIA,29180,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7808
19230,LA,IBERVILLE,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19240,LA,JACKSON,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19250,LA,JEFFERSON,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19260,LA,JEFFRSON DAVIS,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19270,LA,LAFAYETTE,29180,0.8422,0.8569,0.8569,0.8522,0.8339,0.8422,0.7808
19280,LA,LAFOURCHE,26380,0.7844,0.8006,0.8006,0.7971,0.7964,0.8016,0.7546
19290,LA,LA SALLE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19300,LA,LINCOLN,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19310,LA,LIVINGSTON,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19320,LA,MADISON,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19330,LA,MOREHOUSE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19340,LA,NATCHITOCHES,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19350,LA,ORLEANS,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19360,LA,OUACHITA,33740,0.7935,0.7925,0.7925,0.8163,0.8087,0.7944,0.7764
19370,LA,PLAQUEMINES,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19380,LA,POINTE COUPEE,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19390,LA,RAPIDES,10780,0.8095,0.8152,0.8151,0.8137,0.8148,0.7960,0.7925
19400,LA,RED RIVER,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19410,LA,RICHLAND,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19420,LA,SABINE,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19430,LA,ST. BERNARD,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19440,LA,ST. CHARLES,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19450,LA,ST. HELENA,12940,0.8131,0.8239,0.8239,0.8691,0.8625,0.8109,0.7911
19460,LA,ST. JAMES,35380,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.8640
19470,LA,ST. JOHN BAPTIST,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19480,LA,ST. LANDRY,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19490,LA,ST. MARTIN,29180,0.8422,0.8569,0.8569,0.8522,0.8339,0.8422,0.7808
19500,LA,ST. MARY,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19510,LA,ST. TAMMANY,35380,0.8953,0.9010,0.9010,0.8960,0.8921,0.8829,0.8640
19520,LA,TANGIPAHOA,25220,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.9321
19530,LA,TENSAS,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19540,LA,TERREBONNE,26380,0.7844,0.8006,0.8006,0.7971,0.7964,0.8016,0.7546
19550,LA,UNION,33740,0.7935,0.7925,0.7925,0.8163,0.8087,0.7944,0.7764
19560,LA,VERMILION,29180,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7808
19570,LA,VERNON,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19580,LA,WASHINGTON,NA,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.7487
19590,LA,WEBSTER,43340,0.7656,0.7824,0.7824,0.7914,0.7964,0.7841,0.8291
