"AGED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
27450,MONTANA,SHERIDAN,0,0,0,,,,,,
27460,MONTANA,SILVER BOW,"98,760","90,918","47,878",,,,,,
27470,MONTANA,STILLWATER,0,0,0,,,,,,
27480,MONTANA,SWEET GRASS,"26,564","26,564","3,462",,,,,,
27490,MONTANA,TETON,0,0,0,,,,,,
27500,MONTANA,TOOLE,0,0,0,,,,,,
27510,MONTANA,TREASURE,0,0,0,,,,,,
27520,MONTANA,VALLEY,0,0,0,,,,,,
27530,MONTANA,WHEATLAND,0,0,0,,,,,,
27540,MONTANA,WIBAUX,0,0,0,,,,,,
27550,MONTANA,YELLOWSTONE,"36,236","33,026","20,692",,,,,,
28000,NEBRASKA,ADAMS,"64,180","63,482","30,511",,,,,,
28010,NEBRASKA,ANTELOPE,0,0,0,,,,,,
28020,NEBRASKA,ARTHUR,0,0,0,,,,,,
28030,NEBRASKA,BANNER,0,0,0,,,,,,
28040,NEBRASKA,BLAINE,0,0,0,,,,,,
28050,NEBRASKA,BOONE,"92,242","84,834","23,882",,,,,,
28060,NEBRASKA,BOX BUTTE,0,0,230,,,,,,
28070,NEBRASKA,BOYD,0,0,0,,,,,,
28080,NEBRASKA,BROWN,0,0,0,,,,,,
28090,NEBRASKA,BUFFALO,"62,399","61,458","46,152",,,,,,
28100,NEBRASKA,BURT,0,0,"36,692",,,,,,
28110,NEBRASKA,BUTLER,0,0,"9,905",,,,,,
28120,NEBRASKA,CASS,"248,606","229,305","134,115",,,,,,
28130,NEBRASKA,CEDAR,0,0,"3,628",,,,,,
28140,NEBRASKA,CHASE,0,0,"1,903",,,,,,
28150,NEBRASKA,CHERRY,0,0,0,,,,,,
28160,NEBRASKA,CHEYENNE,"70,188","70,188","17,804",,,,,,
28170,NEBRASKA,CLAY,0,0,0,,,,,,
28180,NEBRASKA,COLFAX,"10,598","10,598","6,802",,,,,,
28190,NEBRASKA,CUMING,0,0,0,,,,,,
28200,NEBRASKA,CUSTER,"25,633","17,733","26,096",,,,,,
28210,NEBRASKA,DAKOTA,0,0,0,,,,,,
28220,NEBRASKA,DAWES,"14,332","14,332","4,093",,,,,,
28230,NEBRASKA,DAWSON,"53,622","52,672","52,724",,,,,,
28240,NEBRASKA,DEUEL,"13,075","13,075","1,006",,,,,,
28250,NEBRASKA,DIXON,0,0,0,,,,,,
28260,NEBRASKA,DODGE,"32,512","32,118","67,178",,,,,,
28270,NEBRASKA,DOUGLAS,"3,177,689","2,886,192","2,146,177",,,,,,
28280,NEBRASKA,DUNDY,0,0,0,,,,,,
28290,NEBRASKA,FILLMORE,0,0,0,,,,,,
28300,NEBRASKA,FRANKLIN,0,0,0,,,,,,
28310,NEBRASKA,FRONTIER,"2,281","2,148","61,354",,,,,,
28320,NEBRASKA,FURNAS,0,0,0,,,,,,
28330,NEBRASKA,GAGE,"13,319","13,319","55,392",,,,,,
28340,NEBRASKA,GARDEN,"22,580","22,339","12,376",,,,,,
28350,NEBRASKA,GARFIELD,0,0,0,,,,,,
28360,NEBRASKA,GOSPER,0,0,"5,467",,,,,,
28370,NEBRASKA,GRANT,0,0,0,,,,,,
28380,NEBRASKA,GREELEY,0,0,"3,358",,,,,,
28390,NEBRASKA,HALL,"268,210","259,365","184,628",,,,,,
28400,NEBRASKA,HAMILTON,0,0,247,,,,,,
28410,NEBRASKA,HARLAN,0,0,0,,,,,,
28420,NEBRASKA,HAYES,0,0,0,,,,,,
28430,NEBRASKA,HITCHCOCK,0,0,0,,,,,,
28440,NEBRASKA,HOLT,0,0,"1,249",,,,,,
28450,NEBRASKA,HOOKER,0,0,0,,,,,,
28460,NEBRASKA,HOWARD,0,0,0,,,,,,
28470,NEBRASKA,JEFFERSON,"55,785","53,868","22,944",,,,,,
28480,NEBRASKA,JOHNSON,"8,861","8,028","5,197",,,,,,
28490,NEBRASKA,KEARNEY,0,0,0,,,,,,
28500,NEBRASKA,KEITH,"57,739","56,199","165,466",,,,,,
28510,NEBRASKA,KEYA PAHA,0,0,0,,,,,,
28520,NEBRASKA,KIMBALL,0,0,"4,929",,,,,,
28530,NEBRASKA,KNOX,0,0,0,,,,,,
28540,NEBRASKA,LANCASTER,"80,078","76,252","57,159",,,,,,
28550,NEBRASKA,LINCOLN,"3,439,117","3,301,260","3,685,960",,,,,,
28560,NEBRASKA,LOGAN,"46,013","44,022","47,067",,,,,,
28570,NEBRASKA,LOUP,0,0,0,,,,,,
28580,NEBRASKA,MC PHERSON,0,0,"11,327",,,,,,
28590,NEBRASKA,MADISON,0,0,"9,286",,,,,,
28600,NEBRASKA,MERRICK,"141,582","141,582","27,190",,,,,,
28610,NEBRASKA,MORRILL,0,0,0,,,,,,
28620,NEBRASKA,NANCE,0,0,0,,,,,,
28630,NEBRASKA,NEMAHA,0,0,"2,522",,,,,,
28640,NEBRASKA,NUCKOLLS,0,0,"1,156",,,,,,
28650,NEBRASKA,OTOE,"18,881","18,881","16,288",,,,,,
28660,NEBRASKA,PAWNEE,0,0,846,,,,,,
28670,NEBRASKA,PERKINS,0,0,0,,,,,,
28680,NEBRASKA,PHELPS,0,0,"7,221",,,,,,
28690,NEBRASKA,PIERCE,0,0,0,,,,,,
28700,NEBRASKA,PLATTE,"127,889","119,862","52,324",,,,,,
28710,NEBRASKA,POLK,"84,127","82,569","34,659",,,,,,
28720,NEBRASKA,RED WILLOW,0,0,"65,404",,,,,,
28730,NEBRASKA,RICHARDSON,"29,998","26,448","25,547",,,,,,
28740,NEBRASKA,ROCK,0,0,0,,,,,,
28750,NEBRASKA,SALINE,0,0,0,,,,,,
28760,NEBRASKA,SARPY,"325,582","303,394","550,952",,,,,,
28770,NEBRASKA,SAUNDERS,"7,396","7,011","9,280",,,,,,
28780,NEBRASKA,SCOTT BLUFF,"17,229","16,825","45,470",,,,,,
28790,NEBRASKA,SEWARD,0,0,125,,,,,,
28800,NEBRASKA,SHERIDAN,0,0,0,,,,,,
28810,NEBRASKA,SHERMAN,0,0,0,,,,,,
28820,NEBRASKA,SIOUX,0,0,183,,,,,,
28830,NEBRASKA,STANTON,0,0,0,,,,,,
28840,NEBRASKA,THAYER,0,0,"6,255",,,,,,
28850,NEBRASKA,THOMAS,0,0,0,,,,,,
28860,NEBRASKA,THURSTON,0,0,0,,,,,,
28870,NEBRASKA,VALLEY,0,0,821,,,,,,
28880,NEBRASKA,WASHINGTON,"66,467","66,467","93,247",,,,,,
28890,NEBRASKA,WAYNE,0,0,"1,097",,,,,,
28900,NEBRASKA,WEBSTER,"3,458","3,197","19,636",,,,,,
28910,NEBRASKA,WHEELER,0,0,0,,,,,,
28920,NEBRASKA,YORK,"5,537","5,537","1,694",,,,,,
29000,NEVADA,CHURCHILL,0,0,"4,758",,,,,,
29010,NEVADA,CLARK,"1,007,936","960,915","645,807",,,,,,
29020,NEVADA,DOUGLAS,"10,647","10,647","7,621",,,,,,
29030,NEVADA,ELKO,"128,583","117,817","126,386",,,,,,
29040,NEVADA,ESMERALDA,0,0,0,,,,,,
29050,NEVADA,EUREKA,0,0,0,,,,,,
29060,NEVADA,HUMBOLDT,"107,232","102,970","49,852",,,,,,
29070,NEVADA,LANDER,0,0,0,,,,,,
29080,NEVADA,LINCOLN,"4,025","3,760","24,380",,,,,,
29090,NEVADA,LYON,"18,576","16,332","5,522",,,,,,
29100,NEVADA,MINERAL,0,0,0,,,,,,
29110,NEVADA,NYE,0,0,962,,,,,,
29120,NEVADA,CARSON CITY,"27,881","27,578","33,973",,,,,,
29130,NEVADA,PERSHING,0,0,0,,,,,,
29140,NEVADA,STOREY,0,0,0,,,,,,
29150,NEVADA,WASHOE,"246,970","239,170","136,247",,,,,,
29160,NEVADA,WHITE PINE,0,0,"9,942",,,,,,
30000,NEW HAMPSHIRE,BELKNAP,0,0,0,,,,,,
30010,NEW HAMPSHIRE,CARROLL,0,0,0,,,,,,
30020,NEW HAMPSHIRE,CHESHIRE,0,0,0,,,,,,
30030,NEW HAMPSHIRE,COOS,0,0,0,,,,,,
30040,NEW HAMPSHIRE,GRAFTON,0,0,784,,,,,,
30050,NEW HAMPSHIRE,HILLSBOROUGH,"26,189","24,803","1,829",,,,,,
30060,NEW HAMPSHIRE,MERRIMACK,0,0,0,,,,,,
30070,NEW HAMPSHIRE,ROCKINGHAM,0,0,"2,925",,,,,,
30080,NEW HAMPSHIRE,STRAFFORD,"1,347","1,347","1,016",,,,,,
30090,NEW HAMPSHIRE,SULLIVAN,0,0,0,,,,,,
31000,NEW JERSEY,ATLANTIC,0,0,0,,,,,,
31100,NEW JERSEY,BERGEN,"408,589","368,133","271,610",,,,,,
31150,NEW JERSEY,BURLINGTON,"37,761","30,127","16,091",,,,,,
31160,NEW JERSEY,CAMDEN,0,0,"3,840",,,,,,
31180,NEW JERSEY,CAPE MAY,"21,816","19,110","4,885",,,,,,
31190,NEW JERSEY,CUMBERLAND,"4,414","3,103","1,193",,,,,,
31200,NEW JERSEY,ESSEX,"91,315","74,575","56,389",,,,,,
31220,NEW JERSEY,GLOUCESTER,"143,325","108,222","12,024",,,,,,
31230,NEW JERSEY,HUDSON,"315,486","235,623","178,118",,,,,,
31250,NEW JERSEY,HUNTERDON,0,0,"1,559",,,,,,
31260,NEW JERSEY,MERCER,"66,513","47,330","9,965",,,,,,
31270,NEW JERSEY,MIDDLESEX,"143,955","136,899","98,734",,,,,,
31290,NEW JERSEY,MONMOUTH,"69,017","62,238","129,296",,,,,,
31300,NEW JERSEY,MORRIS,"14,264","14,264","12,248",,,,,,
31310,NEW JERSEY,OCEAN,0,0,"32,478",,,,,,
31320,NEW JERSEY,PASSAIC,0,0,"12,184",,,,,,
31340,NEW JERSEY,SALEM,0,0,0,,,,,,
31350,NEW JERSEY,SOMERSET,"8,742","6,563","21,940",,,,,,
31360,NEW JERSEY,SUSSEX,0,0,877,,,,,,
31370,NEW JERSEY,UNION,"50,359","39,481","39,202",,,,,,
31390,NEW JERSEY,WARREN,0,0,997,,,,,,
32000,NEW MEXICO,BERNALILLO,"142,164","134,747","171,108",,,,,,
32010,NEW MEXICO,CATRON,0,0,592,,,,,,
32020,NEW MEXICO,CHAVES,"20,779","17,404","39,029",,,,,,
32025,NEW MEXICO,CIBOLA,"26,693","19,334","4,419",,,,,,
32030,NEW MEXICO,COLFAX,"119,321","111,169","65,555",,,,,,
32040,NEW MEXICO,CURRY,"448,028","419,251","553,350",,,,,,
32050,NEW MEXICO,DE BACA,"58,706","57,444","19,771",,,,,,
32060,NEW MEXICO,DONA ANA,"33,884","30,883","43,523",,,,,,
32070,NEW MEXICO,EDDY,"101,281","91,318","67,146",,,,,,
32080,NEW MEXICO,GRANT,"54,919","52,132","73,786",,,,,,
32090,NEW MEXICO,GUADALUPE,0,0,829,,,,,,
32100,NEW MEXICO,HARDING,0,0,0,,,,,,
32110,NEW MEXICO,HIDALGO,0,0,0,,,,,,
32120,NEW MEXICO,LEA,0,0,0,,,,,,
32130,NEW MEXICO,LINCOLN,0,0,"2,127",,,,,,
32131,NEW MEXICO,LOS ALAMOS,0,0,"4,125",,,,,,
32140,NEW MEXICO,LUNA,0,0,"3,176",,,,,,
32150,NEW MEXICO,MCKINLEY,"28,265","26,139","23,977",,,,,,
32160,NEW MEXICO,MORA,0,0,894,,,,,,
32170,NEW MEXICO,OTERO,"29,536","27,389","17,278",,,,,,
32180,NEW MEXICO,QUAY,0,0,"2,223",,,,,,
32190,NEW MEXICO,RIO ARRIBA,0,0,0,,,,,,
32200,NEW MEXICO,ROOSEVELT,0,0,"7,685",,,,,,
32210,NEW MEXICO,SANDOVAL,"6,277","6,277","85,199",,,,,,
32220,NEW MEXICO,SAN JUAN,"13,923","11,567","24,854",,,,,,
32230,NEW MEXICO,SAN MIGUEL,0,0,"17,349",,,,,,
32240,NEW MEXICO,SANTA FE,"32,953","32,953","7,170",,,,,,
32250,NEW MEXICO,SIERRA,0,0,"25,238",,,,,,
32260,NEW MEXICO,SOCORRO,0,0,710,,,,,,
32270,NEW MEXICO,TAOS,0,0,0,,,,,,
32280,NEW MEXICO,TORRANCE,"7,227","5,948","6,621",,,,,,
32290,NEW MEXICO,UNION,0,0,0,,,,,,
32300,NEW MEXICO,VALENCIA,"447,927","426,316","319,237",,,,,,
33000,NEW YORK,ALBANY,"43,349","29,840","9,420",,,,,,
33010,NEW YORK,ALLEGANY,0,0,0,,,,,,
33020,NEW YORK,BRONX,"2,782,442","1,796,487","946,101",,,,,,
33030,NEW YORK,BROOME,0,0,0,,,,,,
33040,NEW YORK,CATTARAUGUS,0,0,0,,,,,,
33050,NEW YORK,CAYUGA,0,0,376,,,,,,
33060,NEW YORK,CHAUTAUQUA,0,0,224,,,,,,
33070,NEW YORK,CHEMUNG,"3,254","2,969","8,683",,,,,,
33080,NEW YORK,CHENANGO,0,0,0,,,,,,
33090,NEW YORK,CLINTON,0,0,0,,,,,,
33200,NEW YORK,COLUMBIA,0,0,"1,154",,,,,,
33210,NEW YORK,CORTLAND,0,0,0,,,,,,
33220,NEW YORK,DELAWARE,"15,161","13,618","3,506",,,,,,
33230,NEW YORK,DUTCHESS,"41,962","30,007","24,928",,,,,,
33240,NEW YORK,ERIE,"188,924","158,183","24,114",,,,,,
33260,NEW YORK,ESSEX,0,0,0,,,,,,
33270,NEW YORK,FRANKLIN,0,0,0,,,,,,
33280,NEW YORK,FULTON,0,0,0,,,,,,
33290,NEW YORK,GENESEE,"6,943","6,943",609,,,,,,
33300,NEW YORK,GREENE,0,0,806,,,,,,
33310,NEW YORK,HAMILTON,0,0,0,,,,,,
33320,NEW YORK,HERKIMER,0,0,0,,,,,,
33330,NEW YORK,JEFFERSON,0,0,0,,,,,,
33331,NEW YORK,KINGS,"6,650,041","4,348,887","1,993,187",,,,,,
33340,NEW YORK,LEWIS,0,0,0,,,,,,
33350,NEW YORK,LIVINGSTON,0,0,0,,,,,,
33360,NEW YORK,MADISON,0,0,0,,,,,,
33370,NEW YORK,MONROE,"18,666","13,579","25,257",,,,,,
33380,NEW YORK,MONTGOMERY,0,0,181,,,,,,
33400,NEW YORK,NASSAU,"1,426,052","1,123,863","675,589",,,,,,
33420,NEW YORK,NEW YORK,"5,070,312","3,586,920","1,656,703",,,,,,
33500,NEW YORK,NIAGARA,"28,067","27,507","4,780",,,,,,
33510,NEW YORK,ONEIDA,0,0,0,,,,,,
33520,NEW YORK,ONONDAGA,"19,140","16,360","14,938",,,,,,
33530,NEW YORK,ONTARIO,0,0,"1,772",,,,,,
33540,NEW YORK,ORANGE,"69,337","69,171","39,169",,,,,,
33550,NEW YORK,ORLEANS,0,0,0,,,,,,
33560,NEW YORK,OSWEGO,0,0,"2,111",,,,,,
33570,NEW YORK,OTSEGO,0,0,0,,,,,,
33580,NEW YORK,PUTNAM,0,0,0,,,,,,
33590,NEW YORK,QUEENS,"7,875,962","5,939,435","2,950,726",,,,,,
33600,NEW YORK,RENSSELAER,0,0,0,,,,,,
33610,NEW YORK,RICHMOND,"577,099","439,148","264,560",,,,,,
33620,NEW YORK,ROCKLAND,"135,282","124,018","74,042",,,,,,
33630,NEW YORK,ST. LAWRENCE,"3,679","3,274","15,238",,,,,,
33640,NEW YORK,SARATOGA,0,0,0,,,,,,
33650,NEW YORK,SCHENECTADY,0,0,770,,,,,,
33660,NEW YORK,SCHOHARIE,0,0,0,,,,,,
33670,NEW YORK,SCHUYLER,0,0,0,,,,,,
33680,NEW YORK,SENECA,0,0,0,,,,,,
33690,NEW YORK,STEUBEN,0,0,0,,,,,,
33700,NEW YORK,SUFFOLK,"744,404","687,684","440,186",,,,,,
33710,NEW YORK,SULLIVAN,0,0,"2,005",,,,,,
33720,NEW YORK,TIOGA,0,0,0,,,,,,
33730,NEW YORK,TOMPKINS,0,0,0,,,,,,
33740,NEW YORK,ULSTER,"2,635","1,958","8,366",,,,,,
33750,NEW YORK,WARREN,0,0,0,,,,,,
33760,NEW YORK,WASHINGTON,0,0,0,,,,,,
33770,NEW YORK,WAYNE,"26,964","26,314",278,,,,,,
33800,NEW YORK,WESTCHESTER,"813,458","682,483","236,254",,,,,,
33900,NEW YORK,WYOMING,0,0,0,,,,,,
33910,NEW YORK,YATES,0,0,0,,,,,,
34000,NORTH CAROLINA,ALAMANCE,"6,150","5,595","5,895",,,,,,
34010,NORTH CAROLINA,ALEXANDER,"32,383","30,116","5,935",,,,,,
34020,NORTH CAROLINA,ALLEGHANY,0,0,0,,,,,,
34030,NORTH CAROLINA,ANSON,0,0,0,,,,,,
34040,NORTH CAROLINA,ASHE,"8,130","8,130","13,236",,,,,,
34050,NORTH CAROLINA,AVERY,0,0,"1,498",,,,,,
34060,NORTH CAROLINA,BEAUFORT,0,0,0,,,,,,
34070,NORTH CAROLINA,BERTIE,0,0,0,,,,,,
34080,NORTH CAROLINA,BLADEN,0,0,"4,568",,,,,,
34090,NORTH CAROLINA,BRUNSWICK,"38,947","33,853","15,019",,,,,,
34100,NORTH CAROLINA,BUNCOMBE,"14,083","11,582","6,454",,,,,,
34110,NORTH CAROLINA,BURKE,"26,357","20,870","3,749",,,,,,
34120,NORTH CAROLINA,CABARRUS,"15,638","13,198","26,808",,,,,,
34130,NORTH CAROLINA,CALDWELL,"40,785","35,928","2,235",,,,,,
34140,NORTH CAROLINA,CAMDEN,0,0,0,,,,,,
34150,NORTH CAROLINA,CARTERET,0,0,"4,873",,,,,,
34160,NORTH CAROLINA,CASWELL,0,0,0,,,,,,
34170,NORTH CAROLINA,CATAWBA,"26,911","22,957","31,837",,,,,,
34180,NORTH CAROLINA,CHATHAM,0,0,258,,,,,,
34190,NORTH CAROLINA,CHEROKEE,0,0,0,,,,,,
34200,NORTH CAROLINA,CHOWAN,0,0,0,,,,,,
34210,NORTH CAROLINA,CLAY,0,0,"8,039",,,,,,
34220,NORTH CAROLINA,CLEVELAND,"27,213","26,173","6,611",,,,,,
34230,NORTH CAROLINA,COLUMBUS,0,0,0,,,,,,
34240,NORTH CAROLINA,CRAVEN,"84,137","61,767","41,322",,,,,,
34250,NORTH CAROLINA,CUMBERLAND,"75,223","62,379","27,503",,,,,,
34251,NORTH CAROLINA,CURRITUCK,0,0,"3,526",,,,,,
34270,NORTH CAROLINA,DARE,0,0,63,,,,,,
34280,NORTH CAROLINA,DAVIDSON,"33,284","30,962","31,031",,,,,,
34290,NORTH CAROLINA,DAVIE,0,0,475,,,,,,
34300,NORTH CAROLINA,DUPLIN,0,0,130,,,,,,
34310,NORTH CAROLINA,DURHAM,0,0,"4,531",,,,,,
34320,NORTH CAROLINA,EDGECOMBE,0,0,0,,,,,,
34330,NORTH CAROLINA,FORSYTH,"107,253","78,307","140,167",,,,,,
34340,NORTH CAROLINA,FRANKLIN,0,0,0,,,,,,
34350,NORTH CAROLINA,GASTON,"122,773","110,322","22,750",,,,,,
34360,NORTH CAROLINA,GATES,0,0,0,,,,,,
34370,NORTH CAROLINA,GRAHAM,0,0,0,,,,,,
34380,NORTH CAROLINA,GRANVILLE,0,0,0,,,,,,
34390,NORTH CAROLINA,GREENE,0,0,0,,,,,,
34400,NORTH CAROLINA,GUILFORD,"191,209","173,880","37,822",,,,,,
34410,NORTH CAROLINA,HALIFAX,0,0,"1,582",,,,,,
34420,NORTH CAROLINA,HARNETT,0,0,0,,,,,,
34430,NORTH CAROLINA,HAYWOOD,0,0,297,,,,,,
34440,NORTH CAROLINA,HENDERSON,"29,408","27,750","8,474",,,,,,
34450,NORTH CAROLINA,HERTFORD,0,0,0,,,,,,
34460,NORTH CAROLINA,HOKE,"16,492","15,983",0,,,,,,
34470,NORTH CAROLINA,HYDE,0,0,0,,,,,,
34480,NORTH CAROLINA,IREDELL,"89,322","79,647","30,394",,,,,,
34490,NORTH CAROLINA,JACKSON,0,0,0,,,,,,
34500,NORTH CAROLINA,JOHNSTON,"13,499","13,499",791,,,,,,
34510,NORTH CAROLINA,JONES,0,0,0,,,,,,
34520,NORTH CAROLINA,LEE,0,0,"4,074",,,,,,
34530,NORTH CAROLINA,LENOIR,0,0,0,,,,,,
34540,NORTH CAROLINA,LINCOLN,"38,143","36,697","29,855",,,,,,
34550,NORTH CAROLINA,MC DOWELL,0,0,95,,,,,,
34560,NORTH CAROLINA,MACON,0,0,0,,,,,,
34570,NORTH CAROLINA,MADISON,0,0,0,,,,,,
34580,NORTH CAROLINA,MARTIN,0,0,0,,,,,,
34590,NORTH CAROLINA,MECKLENBURG,"141,043","123,936","38,375",,,,,,
34600,NORTH CAROLINA,MITCHELL,0,0,"1,347",,,,,,
34610,NORTH CAROLINA,MONTGOMERY,0,0,0,,,,,,
34620,NORTH CAROLINA,MOORE,"28,629","27,337","10,397",,,,,,
34630,NORTH CAROLINA,NASH,0,0,"9,805",,,,,,
34640,NORTH CAROLINA,NEW HANOVER,"55,929","52,300","19,672",,,,,,
34650,NORTH CAROLINA,NORTHAMPTON,"4,462","3,238","8,346",,,,,,
34660,NORTH CAROLINA,ONSLOW,"28,279","25,040","28,776",,,,,,
34670,NORTH CAROLINA,ORANGE,0,0,0,,,,,,
34680,NORTH CAROLINA,PAMLICO,0,0,0,,,,,,
34690,NORTH CAROLINA,PASQUOTANK,0,0,0,,,,,,
34700,NORTH CAROLINA,PENDER,"25,765","23,800","10,595",,,,,,
34710,NORTH CAROLINA,PERQUIMANS,"37,868","28,056","3,822",,,,,,
34720,NORTH CAROLINA,PERSON,0,0,0,,,,,,
34730,NORTH CAROLINA,PITT,0,0,521,,,,,,
34740,NORTH CAROLINA,POLK,0,0,0,,,,,,
34750,NORTH CAROLINA,RANDOLPH,"93,042","85,499","31,622",,,,,,
34760,NORTH CAROLINA,RICHMOND,"13,430","12,110","61,911",,,,,,
34770,NORTH CAROLINA,ROBESON,0,0,89,,,,,,
34780,NORTH CAROLINA,ROCKINGHAM,"77,967","70,247","15,505",,,,,,
34790,NORTH CAROLINA,ROWAN,"84,618","81,707","29,552",,,,,,
34800,NORTH CAROLINA,RUTHERFORD,0,0,"1,579",,,,,,
34810,NORTH CAROLINA,SAMPSON,"41,764","37,531","2,245",,,,,,
34820,NORTH CAROLINA,SCOTLAND,0,0,11,,,,,,
34830,NORTH CAROLINA,STANLY,"2,226","1,892","12,065",,,,,,
34840,NORTH CAROLINA,STOKES,0,0,0,,,,,,
34850,NORTH CAROLINA,SURRY,"101,127","89,224","13,508",,,,,,
34860,NORTH CAROLINA,SWAIN,0,0,"2,607",,,,,,
34870,NORTH CAROLINA,TRANSYLVANIA,0,0,"1,076",,,,,,
34880,NORTH CAROLINA,TYRRELL,0,0,0,,,,,,
34890,NORTH CAROLINA,UNION,"8,968","7,023","6,068",,,,,,
34900,NORTH CAROLINA,VANCE,0,0,"1,933",,,,,,
34910,NORTH CAROLINA,WAKE,"79,171","76,658","52,367",,,,,,
34920,NORTH CAROLINA,WARREN,0,0,0,,,,,,
34930,NORTH CAROLINA,WASHINGTON,0,0,0,,,,,,
34940,NORTH CAROLINA,WATAUGA,0,0,0,,,,,,
34950,NORTH CAROLINA,WAYNE,"16,149","14,641","4,672",,,,,,
34960,NORTH CAROLINA,WILKES,"72,836","63,337","11,901",,,,,,
34970,NORTH CAROLINA,WILSON,0,0,0,,,,,,
34980,NORTH CAROLINA,YADKIN,"170,091","131,832","33,495",,,,,,
34981,NORTH CAROLINA,YANCEY,0,0,0,,,,,,
35000,NORTH DAKOTA,ADAMS,"66,797","62,925","106,705",,,,,,
35010,NORTH DAKOTA,BARNES,"941,987","888,423","756,770",,,,,,
35020,NORTH DAKOTA,BENSON,"354,270","348,611","173,605",,,,,,
35030,NORTH DAKOTA,BILLINGS,0,0,0,,,,,,
35040,NORTH DAKOTA,BOTTINEAU,"224,840","221,422","140,347",,,,,,
35050,NORTH DAKOTA,BOWMAN,"96,925","95,263","63,983",,,,,,
35060,NORTH DAKOTA,BURKE,0,0,0,,,,,,
35070,NORTH DAKOTA,BURLEIGH,"4,836,056","4,519,987","3,085,075",,,,,,
35080,NORTH DAKOTA,CASS,"7,845,548","7,250,470","5,912,761",,,,,,
35090,NORTH DAKOTA,CAVALIER,"131,022","125,551","168,205",,,,,,
35100,NORTH DAKOTA,DICKEY,"158,156","153,720","124,955",,,,,,
35110,NORTH DAKOTA,DIVIDE,0,0,0,,,,,,
35120,NORTH DAKOTA,DUNN,"40,667","37,800","77,138",,,,,,
35130,NORTH DAKOTA,EDDY,"128,153","124,965","152,891",,,,,,
35140,NORTH DAKOTA,EMMONS,"670,358","629,168","563,347",,,,,,
35150,NORTH DAKOTA,FOSTER,"492,648","471,699","411,633",,,,,,
35160,NORTH DAKOTA,GOLDEN VALLEY,0,0,475,,,,,,
35170,NORTH DAKOTA,GRAND FORKS,"2,023,642","1,835,837","1,759,424",,,,,,
35180,NORTH DAKOTA,GRANT,"279,225","270,608","170,216",,,,,,
35190,NORTH DAKOTA,GRIGGS,"94,229","90,253","196,565",,,,,,
35200,NORTH DAKOTA,HETTINGER,"70,716","68,160","107,494",,,,,,
35210,NORTH DAKOTA,KIDDER,"657,022","625,938","306,289",,,,,,
35220,NORTH DAKOTA,LA MOURE,"214,670","207,224","301,811",,,,,,
35230,NORTH DAKOTA,LOGAN,"411,564","392,346","167,649",,,,,,
35240,NORTH DAKOTA,MCHENRY,"356,793","346,248","394,041",,,,,,
35250,NORTH DAKOTA,MCINTOSH,"341,132","327,860","517,566",,,,,,
35260,NORTH DAKOTA,MCKENZIE,0,0,"1,628",,,,,,
35270,NORTH DAKOTA,MCLEAN,"511,160","487,287","361,571",,,,,,
35280,NORTH DAKOTA,MERCER,"414,489","402,006","283,409",,,,,,
35290,NORTH DAKOTA,MORTON,"2,124,510","1,966,626","1,553,508",,,,,,
35300,NORTH DAKOTA,MOUNTRAIL,0,0,329,,,,,,
35310,NORTH DAKOTA,NELSON,"20,491","18,094","14,467",,,,,,
35320,NORTH DAKOTA,OLIVER,"194,154","178,745","65,638",,,,,,
35330,NORTH DAKOTA,PEMBINA,"247,950","229,648","294,560",,,,,,
35340,NORTH DAKOTA,PIERCE,"990,908","972,279","740,662",,,,,,
35350,NORTH DAKOTA,RAMSEY,"7,109","7,109","15,519",,,,,,
35360,NORTH DAKOTA,RANSOM,"384,758","366,365","378,492",,,,,,
35370,NORTH DAKOTA,RENVILLE,"17,161","16,405","4,617",,,,,,
35380,NORTH DAKOTA,RICHLAND,"1,024,099","979,179","533,650",,,,,,
35390,NORTH DAKOTA,ROLETTE,"9,001","8,806","60,771",,,,,,
35400,NORTH DAKOTA,SARGENT,"592,937","569,632","151,585",,,,,,
35410,NORTH DAKOTA,SHERIDAN,"145,799","140,773","32,246",,,,,,
35420,NORTH DAKOTA,SIOUX,"19,240","16,928","17,875",,,,,,
35430,NORTH DAKOTA,SLOPE,0,0,0,,,,,,
35440,NORTH DAKOTA,STARK,"1,017,086","961,291","675,686",,,,,,
35450,NORTH DAKOTA,STEELE,"144,619","137,904","88,435",,,,,,
35460,NORTH DAKOTA,STUTSMAN,"2,082,737","1,984,403","1,795,963",,,,,,
35470,NORTH DAKOTA,TOWNER,"64,070","62,785","34,653",,,,,,
35480,NORTH DAKOTA,TRAILL,"416,498","397,162","345,688",,,,,,
35490,NORTH DAKOTA,WALSH,"638,400","600,626","821,788",,,,,,
35500,NORTH DAKOTA,WARD,"2,029,514","1,960,517","1,880,145",,,,,,
35510,NORTH DAKOTA,WELLS,"148,618","144,436","70,919",,,,,,
35520,NORTH DAKOTA,WILLIAMS,"7,656","7,331","3,303",,,,,,
