DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
18990,KENTUCKY                 ,WHITLEY,"-30,221","-29,288","-30,737","-26,718","-24,658",,,,
18991,KENTUCKY                 ,WOLFE,"-2,851","-3,995","-4,047","-4,404","-5,208",,,,
18992,KENTUCKY                 ,WOODFORD,"-2,342",-740,386,340,417,,,,
19000,LOUISIANA                ,ACADIA,"-4,438","-26,110","-51,859","-52,873","-47,937",,,,
19010,LOUISIANA                ,ALLEN,"-2,106","-7,042","-12,610","-14,839","-13,342",,,,
19020,LOUISIANA                ,ASCENSION,"-1,506","-14,459","-35,662","-68,708","-50,650",,,,
19030,LOUISIANA                ,ASSUMPTION,"-3,201","-5,542","-11,511","-16,469","-14,562",,,,
19040,LOUISIANA                ,AVOYELLES,"-4,094","-17,166","-27,214","-34,162","-29,869",,,,
19050,LOUISIANA                ,BEAUREGARD,704,"-2,773","-16,580","-23,903","-19,159",,,,
19060,LOUISIANA                ,BIENVILLE,"-3,333","-4,088","-5,345","-7,296","-6,628",,,,
19070,LOUISIANA                ,BOSSIER,"-32,824","-31,456","-33,455","-52,913","-45,465",,,,
19080,LOUISIANA                ,CADDO,"-105,983","-112,107","-126,319","-182,313","-145,486",,,,
19090,LOUISIANA                ,CALCASIEU,"2,889","5,438","-90,518","-131,899","-78,493",,,,
19100,LOUISIANA                ,CALDWELL,-493,-898,"-3,087","-6,873","-4,243",,,,
19110,LOUISIANA                ,CAMERON,138,98,"-1,840","-2,373","-1,115",,,,
19120,LOUISIANA                ,CATAHOULA,"-1,198","-2,555","-3,973","-5,143","-6,627",,,,
19130,LOUISIANA                ,CLAIBORNE,"-4,188","-4,240","-5,365","-8,111","-8,707",,,,
19140,LOUISIANA                ,CONCORDIA,"-5,439","-12,606","-10,007","-5,854","-4,644",,,,
19150,LOUISIANA                ,DE SOTO,"-10,072","-9,389","-10,200","-14,714","-15,344",,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"-14,153","-143,018","-372,150","-661,809","-389,396",,,,
19170,LOUISIANA                ,EAST CARROLL,545,-352,"-2,397","-3,750","-5,043",,,,
19180,LOUISIANA                ,EAST FELICIANA,-664,"-6,646","-9,987","-17,645","-14,553",,,,
19190,LOUISIANA                ,EVANGELINE,"-5,198","-19,968","-42,055","-34,686","-30,715",,,,
19200,LOUISIANA                ,FRANKLIN,9,"-1,302","-5,883","-9,893","-9,983",,,,
19210,LOUISIANA                ,GRANT,"-3,716","-9,438","-12,478","-13,233","-10,761",,,,
19220,LOUISIANA                ,IBERIA,"-13,936","-32,327","-63,012","-71,580","-61,056",,,,
19230,LOUISIANA                ,IBERVILLE,-813,"-8,981","-23,001","-37,591","-22,274",,,,
19240,LOUISIANA                ,JACKSON,-48,"-1,744","-4,902","-8,561","-7,390",,,,
19250,LOUISIANA                ,JEFFERSON,"-52,963","-146,121","-187,312","-177,378","-150,048",,,,
19260,LOUISIANA                ,JEFFERSON DAVIS,-355,"-4,233","-19,866","-23,566","-17,056",,,,
19270,LOUISIANA                ,LAFAYETTE,"-85,426","-157,348","-218,891","-199,846","-141,558",,,,
19280,LOUISIANA                ,LAFOURCHE,"-19,002","-26,803","-39,548","-38,375","-36,892",,,,
19290,LOUISIANA                ,LA SALLE,"-1,623","-3,446","-6,150","-6,941","-7,551",,,,
19300,LOUISIANA                ,LINCOLN,274,"-2,927","-11,123","-21,030","-15,732",,,,
19310,LOUISIANA                ,LIVINGSTON,"-3,168","-20,772","-44,316","-73,373","-58,452",,,,
19320,LOUISIANA                ,MADISON,296,-320,"-2,046","-2,943","-1,974",,,,
19330,LOUISIANA                ,MOREHOUSE,-359,"-4,723","-11,809","-23,630","-23,838",,,,
19340,LOUISIANA                ,NATCHITOCHES,"-2,218","-7,226","-15,808","-21,387","-21,262",,,,
19350,LOUISIANA                ,ORLEANS,"-52,955","-161,848","-219,659","-211,468","-166,409",,,,
19360,LOUISIANA                ,OUACHITA,"-5,740","-18,065","-35,862","-72,043","-59,591",,,,
19370,LOUISIANA                ,PLAQUEMINES,"-1,100","-5,002","-6,851","-7,608","-4,461",,,,
19380,LOUISIANA                ,POINTE COUPEE,-143,"-3,090","-7,326","-15,985","-8,559",,,,
19390,LOUISIANA                ,RAPIDES,"-38,779","-67,566","-96,447","-99,350","-88,201",,,,
19400,LOUISIANA                ,RED RIVER,"-1,769","-2,294","-2,125","-2,303","-2,357",,,,
19410,LOUISIANA                ,RICHLAND,231,"-1,375","-6,278","-9,034","-7,355",,,,
19420,LOUISIANA                ,SABINE,"-11,266","-18,841","-22,621","-21,952","-18,759",,,,
19430,LOUISIANA                ,ST. BERNARD,"-4,367","-14,005","-24,695","-18,433","-17,023",,,,
19440,LOUISIANA                ,ST. CHARLES,"-5,532","-17,748","-21,166","-19,974","-15,760",,,,
19450,LOUISIANA                ,ST. HELENA,-995,"-2,197","-3,924","-4,119","-4,481",,,,
19460,LOUISIANA                ,ST. JAMES,"-2,801","-6,256","-8,996","-12,069","-11,080",,,,
19470,LOUISIANA                ,ST. JOHN THE BAPTIST,"-7,308","-17,838","-26,845","-23,269","-19,622",,,,
19480,LOUISIANA                ,ST. LANDRY,738,"-63,271","-110,314","-117,670","-85,923",,,,
19490,LOUISIANA                ,ST. MARTIN,"-16,710","-31,194","-47,370","-38,702","-32,647",,,,
19500,LOUISIANA                ,ST. MARY,"-4,964","-15,521","-30,133","-43,096","-37,914",,,,
19510,LOUISIANA                ,ST. TAMMANY,"-31,831","-96,799","-130,856","-120,553","-104,177",,,,
19520,LOUISIANA                ,TANGIPAHOA,"-14,879","-62,674","-87,247","-89,978","-83,419",,,,
19530,LOUISIANA                ,TENSAS,249,"-1,917","-1,071","-2,194","-2,005",,,,
19540,LOUISIANA                ,TERREBONNE,"-44,560","-53,329","-94,323","-102,074","-104,527",,,,
19550,LOUISIANA                ,UNION,"-2,120","-3,256","-8,295","-13,044","-12,638",,,,
19560,LOUISIANA                ,VERMILION,"-11,516","-22,114","-39,464","-36,450","-38,613",,,,
19570,LOUISIANA                ,VERNON,"-3,997","-9,134","-15,770","-18,540","-15,488",,,,
19580,LOUISIANA                ,WASHINGTON,"-5,165","-32,146","-47,261","-50,317","-48,883",,,,
19590,LOUISIANA                ,WEBSTER,"-24,279","-23,049","-27,281","-34,602","-30,957",,,,
19600,LOUISIANA                ,WEST BATON ROUGE,-199,"-3,988","-9,405","-15,195","-11,341",,,,
19610,LOUISIANA                ,WEST CARROLL,293,-882,"-2,202","-4,836","-5,998",,,,
19620,LOUISIANA                ,WEST FELICIANA,-277,"-3,127","-9,716","-12,444","-5,196",,,,
19630,LOUISIANA                ,WINN,-632,"-3,170","-7,020","-7,555","-9,676",,,,
20000,MAINE                    ,ANDROSCOGGIN,"-2,572","-9,825","-15,915","49,123","53,209",,,,
20010,MAINE                    ,AROOSTOOK,"-46,849","-75,983","-79,337","-62,627","-68,796",,,,
20020,MAINE                    ,CUMBERLAND,"42,513","43,126","-18,825","112,298","150,623",,,,
20030,MAINE                    ,FRANKLIN,"-8,364","-14,656","-16,468","-11,898","-10,946",,,,
20040,MAINE                    ,HANCOCK,"-31,785","-44,598","-35,539","-15,793","-37,705",,,,
20050,MAINE                    ,KENNEBEC,"25,427","18,187","9,742","77,025","65,990",,,,
20060,MAINE                    ,KNOX,"-58,177","-27,588","-31,478","-26,811","-20,960",,,,
20070,MAINE                    ,LINCOLN,"-10,732","-9,940","-23,504","-15,437","-12,279",,,,
20080,MAINE                    ,OXFORD,-546,"-9,435","-15,436","5,525","8,127",,,,
20090,MAINE                    ,PENOBSCOT,"-124,751","-205,234","-155,927","-59,326","-176,095",,,,
20100,MAINE                    ,PISCATAQUIS,"-7,792","-14,332","-10,864","-4,316","-10,806",,,,
20110,MAINE                    ,SAGADAHOC,"3,854","6,385","-4,696","11,313","17,839",,,,
20120,MAINE                    ,SOMERSET,"2,295","-5,551","-1,980","11,409","-2,080",,,,
20130,MAINE                    ,WALDO,"-13,701","-14,900","-14,178","-5,652","-13,490",,,,
20140,MAINE                    ,WASHINGTON,"-15,932","-25,585","-21,873","-14,396","-21,207",,,,
20150,MAINE                    ,YORK,"31,256","52,529","3,265","86,804","95,597",,,,
21000,MARYLAND                 ,ALLEGANY,"-3,460","-2,406","-7,118","-4,922","-5,931",,,,
21010,MARYLAND                 ,ANNE ARUNDEL,"-8,355","-4,900","-9,127","-10,870","-8,342",,,,
21020,MARYLAND                 ,BALTIMORE,"-15,547","-6,777","-20,955","-21,389","-16,825",,,,
21030,MARYLAND                 ,BALTIMORE CITY,"-19,489","-11,293","-28,633","-30,088","-28,122",,,,
21040,MARYLAND                 ,CALVERT,"-4,802","-3,030","-3,829","-2,588","-1,651",,,,
21050,MARYLAND                 ,CAROLINE,"-3,213","-1,263","-1,731","-8,499","-8,708",,,,
21060,MARYLAND                 ,CARROLL,-657,-920,-962,"-1,818",454,,,,
21070,MARYLAND                 ,CECIL,"1,886",997,800,"3,050","3,228",,,,
21080,MARYLAND                 ,CHARLES,"-6,068","-5,458","-9,548","-5,542","-5,376",,,,
21090,MARYLAND                 ,DORCHESTER,"-1,930",-466,-723,"-7,217","-6,730",,,,
21100,MARYLAND                 ,FREDERICK,"-3,994","-3,984","-5,974","-2,925","-1,658",,,,
21110,MARYLAND                 ,GARRETT,-293,"-1,489","-3,497","-1,023","-2,423",,,,
21120,MARYLAND                 ,HARFORD,"-1,334",-619,"-1,777","-2,286","-1,761",,,,
21130,MARYLAND                 ,HOWARD,"-1,520","-1,465","-3,101","-2,947","-1,585",,,,
21140,MARYLAND                 ,KENT,-131,124,-315,-420,-615,,,,
21150,MARYLAND                 ,MONTGOMERY,"-24,495","-20,336","-21,026","-20,107","-16,806",,,,
21160,MARYLAND                 ,PRINCE GEORGE'S,"-54,408","-56,999","-49,106","-39,425","-50,086",,,,
21170,MARYLAND                 ,QUEEN ANNE'S,-908,-651,"-1,405","-1,299","-1,013",,,,
21180,MARYLAND                 ,ST. MARY'S,"-4,416","-2,890","-3,095","-3,728","-5,275",,,,
21190,MARYLAND                 ,SOMERSET,-970,"-1,375","-2,067","-1,628","-2,683",,,,
21200,MARYLAND                 ,TALBOT,"-1,382","-1,034","-2,553","-3,840","-3,338",,,,
21210,MARYLAND                 ,WASHINGTON,"-2,227","-2,971","-3,759","-9,099","-7,879",,,,
21220,MARYLAND                 ,WICOMICO,-552,"-1,127","-3,958","-4,755","-6,329",,,,
21230,MARYLAND                 ,WORCESTER,-262,-735,"-1,506","-1,875","-9,528",,,,
22000,MASSACHUSETTS            ,BARNSTABLE,"198,155","196,694","193,655","100,515","-144,004",,,,
22010,MASSACHUSETTS            ,BERKSHIRE,"646,585","534,589","606,773","691,143","-125,594",,,,
22020,MASSACHUSETTS            ,BRISTOL,"1,516,028","1,501,988","1,350,089","1,225,649","-425,117",,,,
22030,MASSACHUSETTS            ,DUKES,"4,693","6,201","5,850","1,935","-3,980",,,,
22040,MASSACHUSETTS            ,ESSEX,"1,517,038","1,596,002","1,538,333","1,083,733","-485,741",,,,
22060,MASSACHUSETTS            ,FRANKLIN,"232,732","262,126","260,613","233,190","-49,001",,,,
22070,MASSACHUSETTS            ,HAMPDEN,"1,583,297","1,889,794","2,089,384","1,604,357","-391,521",,,,
22080,MASSACHUSETTS            ,HAMPSHIRE,"310,362","367,308","385,070","296,294","-62,315",,,,
22090,MASSACHUSETTS            ,MIDDLESEX,"2,164,827","2,378,462","2,187,596","1,467,539","-825,405",,,,
22120,MASSACHUSETTS            ,NANTUCKET,"4,556","7,923","7,256","7,859","-1,849",,,,
22130,MASSACHUSETTS            ,NORFOLK,"712,826","689,325","604,417","428,409","-303,235",,,,
22150,MASSACHUSETTS            ,PLYMOUTH,"656,060","636,615","583,888","416,160","-273,695",,,,
22160,MASSACHUSETTS            ,SUFFOLK,"1,443,602","1,429,344","1,174,095","782,765","-601,502",,,,
22170,MASSACHUSETTS            ,WORCESTER,"1,508,697","1,685,038","1,685,301","1,211,104","-498,413",,,,
23000,MICHIGAN                 ,ALCONA,"-14,379","-24,700","-19,543","-5,694","2,755",,,,
23010,MICHIGAN                 ,ALGER,"-2,266","-1,964","-2,455",-316,-435,,,,
23020,MICHIGAN                 ,ALLEGAN,"-32,288","-69,223","-33,432","-17,504","-2,526",,,,
23030,MICHIGAN                 ,ALPENA,"-48,662","-93,030","-69,258","15,164","40,388",,,,
23040,MICHIGAN                 ,ANTRIM,"-13,815","-19,441","-13,922","-9,153","-4,996",,,,
23050,MICHIGAN                 ,ARENAC,"-8,167","-9,545","-9,070",-221,"8,130",,,,
23060,MICHIGAN                 ,BARAGA,"-2,455","-2,931","-1,266","-1,502",-837,,,,
23070,MICHIGAN                 ,BARRY,"-27,533","-41,296","-24,571","-9,662","-5,120",,,,
23080,MICHIGAN                 ,BAY,"-6,249","-10,999","-23,031","18,999","74,544",,,,
23090,MICHIGAN                 ,BENZIE,"-9,383","-18,907","-7,842","-4,560","-3,070",,,,
23100,MICHIGAN                 ,BERRIEN,"-126,582","-139,985","-84,617","-81,772","-6,868",,,,
23110,MICHIGAN                 ,BRANCH,"-20,932","-20,995","-16,766","-21,026","-2,813",,,,
23120,MICHIGAN                 ,CALHOUN,"-62,062","-79,414","-65,772","-29,265","-30,653",,,,
23130,MICHIGAN                 ,CASS,"-14,687","-22,412","-13,229","-13,902",4,,,,
23140,MICHIGAN                 ,CHARLEVOIX,"-10,812","-14,125","-8,542","-9,878","-4,510",,,,
23150,MICHIGAN                 ,CHEBOYGAN,"-21,034","-25,832","-18,592","-16,823","-9,860",,,,
23160,MICHIGAN                 ,CHIPPEWA,"-33,992","-42,923","-39,000","-28,427","-13,909",,,,
23170,MICHIGAN                 ,CLARE,"-37,122","-42,134","-33,603","-12,523","2,597",,,,
23180,MICHIGAN                 ,CLINTON,"4,374","7,739","10,423","4,769","4,767",,,,
23190,MICHIGAN                 ,CRAWFORD,"-15,828","-20,836","-14,270","-10,057","-5,087",,,,
23200,MICHIGAN                 ,DELTA,"-34,927","-36,354","-29,309","-15,437","-4,718",,,,
23210,MICHIGAN                 ,DICKINSON,"-19,445","-20,367","-17,902","-10,473","-7,300",,,,
23220,MICHIGAN                 ,EATON,"11,377","19,837","17,253","7,063","10,082",,,,
23230,MICHIGAN                 ,EMMET,"-18,758","-19,850","-14,514","-14,889","-10,296",,,,
23240,MICHIGAN                 ,GENESEE,"-36,772","-103,315","-68,771","-103,286","42,044",,,,
23250,MICHIGAN                 ,GLADWIN,"-15,653","-19,044","-12,900",-198,"8,447",,,,
23260,MICHIGAN                 ,GOGEBIC,"-1,457","-3,115","-3,088","-2,469","-1,409",,,,
23270,MICHIGAN                 ,GRAND TRAVERSE,"-68,110","-114,425","-73,995","-43,463","-26,317",,,,
23280,MICHIGAN                 ,GRATIOT,"-13,450","-15,526","-23,689","-12,654","-8,592",,,,
23290,MICHIGAN                 ,HILLSDALE,"-37,682","-40,143","-26,269","-17,259","-3,787",,,,
23300,MICHIGAN                 ,HOUGHTON,"-17,078","-21,531","-14,557","-8,718","-3,866",,,,
23310,MICHIGAN                 ,HURON,"-20,065","-17,862","-17,625","-9,136",506,,,,
23320,MICHIGAN                 ,INGHAM,"85,310","165,017","200,917","74,276","92,778",,,,
23330,MICHIGAN                 ,IONIA,"-12,428","-21,180","-10,795","-7,683","-3,652",,,,
23340,MICHIGAN                 ,IOSCO,"-42,044","-52,581","-36,966","-15,977",-409,,,,
23350,MICHIGAN                 ,IRON,"-3,913","-3,101","-1,258","-1,425",760,,,,
23360,MICHIGAN                 ,ISABELLA,"-21,756","-26,080","-18,153","13,568","22,620",,,,
23370,MICHIGAN                 ,JACKSON,"-50,801","-38,639","6,483","114,936","170,241",,,,
23380,MICHIGAN                 ,KALAMAZOO,"-134,144","-202,202","-95,579","-87,232","8,572",,,,
23390,MICHIGAN                 ,KALKASKA,"-9,482","-15,677","-9,892","-5,672","-3,178",,,,
23400,MICHIGAN                 ,KENT,"-195,567","-443,930","-175,070","-35,018","-31,097",,,,
23410,MICHIGAN                 ,KEWEENAW,"-1,572","-1,826","-1,595","-1,012",-521,,,,
23420,MICHIGAN                 ,LAKE,"-6,499","-9,800","-8,354","-4,542","-1,658",,,,
23430,MICHIGAN                 ,LAPEER,"-26,107","-30,659","-25,635","-15,929","-11,402",,,,
23440,MICHIGAN                 ,LEELANAU,"-6,755","-10,911","-7,200","-4,136","-1,997",,,,
23450,MICHIGAN                 ,LENAWEE,"-52,839","-55,958","-45,371","-26,099","-5,704",,,,
23460,MICHIGAN                 ,LIVINGSTON,"-53,741","-72,125","-48,284","-28,162","-15,111",,,,
23470,MICHIGAN                 ,LUCE,"-6,569","-7,305","-5,550","-3,753","-1,832",,,,
23480,MICHIGAN                 ,MACKINAC,"-7,734","-8,569","-8,750","-6,559","-3,208",,,,
23490,MICHIGAN                 ,MACOMB,"-384,667","-454,349","-343,528","-218,627","-149,872",,,,
23500,MICHIGAN                 ,MANISTEE,"-27,923","-29,580","-17,634","-8,598","-5,057",,,,
23510,MICHIGAN                 ,MARQUETTE,"-13,364","-16,687","-13,057","-5,143","-3,693",,,,
23520,MICHIGAN                 ,MASON,"-20,831","-27,246","-18,408","-9,254","-3,017",,,,
23530,MICHIGAN                 ,MECOSTA,"-24,586","-34,163","-22,191","-11,543","-3,497",,,,
23540,MICHIGAN                 ,MENOMINEE,"-12,641","-10,345","-7,529","-3,159","-4,707",,,,
23550,MICHIGAN                 ,MIDLAND,"-42,090","-43,946","-26,585","2,063","17,612",,,,
23560,MICHIGAN                 ,MISSAUKEE,"-13,184","-15,572","-10,030","-6,669","-2,912",,,,
23570,MICHIGAN                 ,MONROE,"-88,873","-114,071","-105,961","-69,557","-50,475",,,,
23580,MICHIGAN                 ,MONTCALM,"-37,262","-55,416","-35,020","-25,132","-13,565",,,,
23590,MICHIGAN                 ,MONTMORENCY,"-15,644","-27,716","-15,240","-7,335","1,646",,,,
23600,MICHIGAN                 ,MUSKEGON,"259,558","225,633","341,389","397,022","314,095",,,,
23610,MICHIGAN                 ,NEWAYGO,"-11,495","-38,323","-7,013","3,118","4,778",,,,
23620,MICHIGAN                 ,OAKLAND,"-372,349","-589,715","-381,377","-133,869","-80,303",,,,
23630,MICHIGAN                 ,OCEANA,"7,580","2,308","6,225","13,003","12,027",,,,
23640,MICHIGAN                 ,OGEMAW,"-11,599","-22,667","-11,874","2,641","17,318",,,,
23650,MICHIGAN                 ,ONTONAGON,"-5,102","-2,918","-2,050","-1,156",-995,,,,
23660,MICHIGAN                 ,OSCEOLA,"-15,228","-21,425","-12,896","-6,837","-3,148",,,,
23670,MICHIGAN                 ,OSCODA,"-8,847","-12,785","-6,761","-3,300",849,,,,
23680,MICHIGAN                 ,OTSEGO,"-23,003","-27,558","-22,350","-15,108","-6,422",,,,
23690,MICHIGAN                 ,OTTAWA,"-36,061","-105,408","-24,339","17,217","15,316",,,,
23700,MICHIGAN                 ,PRESQUE ISLE,"-12,958","-17,264","-12,616","-2,788","3,212",,,,
23710,MICHIGAN                 ,ROSCOMMON,"-27,838","-37,047","-29,277","-18,744",-177,,,,
23720,MICHIGAN                 ,SAGINAW,"-130,717","-177,312","-206,836","-79,343","65,705",,,,
23730,MICHIGAN                 ,ST. CLAIR,"-101,988","-99,948","-69,842","-48,266","-42,329",,,,
23740,MICHIGAN                 ,ST. JOSEPH,"-36,652","-49,194","-27,205","-16,016","9,971",,,,
23750,MICHIGAN                 ,SANILAC,"-18,428","-21,309","-17,312","-8,218","-4,796",,,,
23760,MICHIGAN                 ,SCHOOLCRAFT,"-5,251","-6,947","-5,235","-2,901","-1,623",,,,
23770,MICHIGAN                 ,SHIAWASSEE,"3,459","18,274","19,100","-7,147","4,388",,,,
23780,MICHIGAN                 ,TUSCOLA,"-23,894","-28,241","-29,168","-17,207","6,940",,,,
23790,MICHIGAN                 ,VAN BUREN,"-48,315","-62,416","-28,806","-25,299",454,,,,
23800,MICHIGAN                 ,WASHTENAW,"-150,202","-137,441","-77,707","-34,342","-33,692",,,,
23810,MICHIGAN                 ,WAYNE,"-1,372,577","-1,517,985","-1,108,685","-809,613","-578,846",,,,
23830,MICHIGAN                 ,WEXFORD,"-36,474","-45,339","-30,071","-23,935","-10,111",,,,
24000,MINNESOTA                ,AITKIN,19,"-1,701","-3,646","-2,066","-3,400",,,,
24010,MINNESOTA                ,ANOKA,"13,176","4,953","5,719","2,034","-5,707",,,,
24020,MINNESOTA                ,BECKER,"28,064","23,623","18,472",364,-427,,,,
24030,MINNESOTA                ,BELTRAMI,"7,430","16,000",-247,-428,"1,474",,,,
24040,MINNESOTA                ,BENTON,"1,685","-4,288","-4,664","-7,262","-2,751",,,,
24050,MINNESOTA                ,BIG STONE,"1,427",-252,666,-139,"-1,018",,,,
