DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,"2,008","2,009","2,010","2,011","2,012",,,,,,,,,,,
15160,INDIANA                  ,DE KALB,"55,263","55,419","42,079","37,838","32,707",,,,,,,,,,,
15170,INDIANA                  ,DELAWARE,"13,388","82,164","-153,721","-191,082","-118,712",,,,,,,,,,,
15180,INDIANA                  ,DUBOIS,"15,550","12,196","2,574","-41,392","-14,517",,,,,,,,,,,
15190,INDIANA                  ,ELKHART,"115,973","77,125","64,526","-11,642","-40,469",,,,,,,,,,,
15200,INDIANA                  ,FAYETTE,"-21,727","-25,664","-31,581","-35,972","-25,690",,,,,,,,,,,
15210,INDIANA                  ,FLOYD,"3,063","-33,168","-44,169","-93,194","-91,294",,,,,,,,,,,
15220,INDIANA                  ,FOUNTAIN,"11,381","2,960","4,745","-9,136","-1,025",,,,,,,,,,,
15230,INDIANA                  ,FRANKLIN,"2,172","-8,603","-2,619","-7,570","-1,650",,,,,,,,,,,
15240,INDIANA                  ,FULTON,"3,677","-1,966","11,284","-8,997","1,374",,,,,,,,,,,
15250,INDIANA                  ,GIBSON,"26,765","72,243","13,363","67,384","28,694",,,,,,,,,,,
15260,INDIANA                  ,GRANT,"8,520","-35,869","-74,437","-70,827","-91,274",,,,,,,,,,,
15270,INDIANA                  ,GREENE,"14,684","-17,292","-12,135","-26,202","-50,904",,,,,,,,,,,
15280,INDIANA                  ,HAMILTON,"154,413","169,194","114,957","76,594","52,222",,,,,,,,,,,
15290,INDIANA                  ,HANCOCK,"45,664","51,998","53,638","8,423","-5,696",,,,,,,,,,,
15300,INDIANA                  ,HARRISON,"-12,858","31,153","-5,790","-56,166","-58,253",,,,,,,,,,,
15310,INDIANA                  ,HENDRICKS,"79,082","78,862","46,000","32,954","39,916",,,,,,,,,,,
15320,INDIANA                  ,HENRY,"38,206","28,704","20,701","-25,840","-2,663",,,,,,,,,,,
15330,INDIANA                  ,HOWARD,"25,232","42,436","39,037","41,727","-68,562",,,,,,,,,,,
15340,INDIANA                  ,HUNTINGTON,"29,518","46,869","54,449","28,328","31,183",,,,,,,,,,,
15350,INDIANA                  ,JACKSON,"27,824","21,469","3,923","-71,671","-55,703",,,,,,,,,,,
15360,INDIANA                  ,JASPER,"1,296","20,286",-57,"-23,624","-55,776",,,,,,,,,,,
15370,INDIANA                  ,JAY,"5,986","-1,635","-3,070","-27,636","-15,710",,,,,,,,,,,
15380,INDIANA                  ,JEFFERSON,"-41,126","-50,796","-19,187","-34,658","-54,166",,,,,,,,,,,
15390,INDIANA                  ,JENNINGS,"27,100","4,644","12,740","-66,822","-40,785",,,,,,,,,,,
15400,INDIANA                  ,JOHNSON,"77,490","94,037","23,233","79,289","-51,815",,,,,,,,,,,
15410,INDIANA                  ,KNOX,"-7,585","-8,208","10,577","5,784","-32,681",,,,,,,,,,,
15420,INDIANA                  ,KOSCIUSKO,"23,058","25,986","19,102","2,141","-4,367",,,,,,,,,,,
15430,INDIANA                  ,LAGRANGE,"-4,508","18,357","8,138","-16,834","2,606",,,,,,,,,,,
15440,INDIANA                  ,LAKE,"-613,059","-619,843","-714,033","-745,589","-873,155",,,,,,,,,,,
15450,INDIANA                  ,LA PORTE,"60,656","36,027","-52,009","-140,074","-152,031",,,,,,,,,,,
15460,INDIANA                  ,LAWRENCE,"-23,044","-40,895","-24,060","-11,351","-23,583",,,,,,,,,,,
15470,INDIANA                  ,MADISON,"-10,123","-41,311","-28,350","-36,819","-69,488",,,,,,,,,,,
15480,INDIANA                  ,MARION,"1,943,798","1,833,834","1,963,594","1,931,892","1,207,998",,,,,,,,,,,
15490,INDIANA                  ,MARSHALL,"10,664","13,271",885,"-15,719","-1,857",,,,,,,,,,,
15500,INDIANA                  ,MARTIN,"6,420","-5,586","-4,741","-12,317",-282,,,,,,,,,,,
15510,INDIANA                  ,MIAMI,"-3,180","-12,191","26,274",-141,"1,580",,,,,,,,,,,
15520,INDIANA                  ,MONROE,"57,799","37,556","-6,545","-14,129","1,185",,,,,,,,,,,
15530,INDIANA                  ,MONTGOMERY,"33,440","4,583","-19,167","-55,919","-17,602",,,,,,,,,,,
15540,INDIANA                  ,MORGAN,"14,654","-46,457","14,983","-26,334","-36,600",,,,,,,,,,,
15550,INDIANA                  ,NEWTON,"9,532","3,014","-2,251","-7,431",-350,,,,,,,,,,,
15560,INDIANA                  ,NOBLE,"35,565","60,683","27,997","-17,847","-12,569",,,,,,,,,,,
15570,INDIANA                  ,OHIO,932,"5,997","2,951",-32,"4,178",,,,,,,,,,,
15580,INDIANA                  ,ORANGE,"5,415",-598,"7,203","-22,354","7,969",,,,,,,,,,,
15590,INDIANA                  ,OWEN,"11,964","-5,320","-23,913","4,191","-13,445",,,,,,,,,,,
15600,INDIANA                  ,PARKE,"-12,418","5,901","-12,515","2,635","-8,876",,,,,,,,,,,
15610,INDIANA                  ,PERRY,"-3,940","-3,939",-870,"-19,138","-4,184",,,,,,,,,,,
15620,INDIANA                  ,PIKE,"8,720","-3,459","-1,062","-35,359","1,622",,,,,,,,,,,
15630,INDIANA                  ,PORTER,"108,533","160,391","74,714","-3,116","-11,538",,,,,,,,,,,
15640,INDIANA                  ,POSEY,"72,803","67,619","26,573","69,995","82,298",,,,,,,,,,,
15650,INDIANA                  ,PULASKI,"3,471","3,522","-7,626","-7,877","-17,913",,,,,,,,,,,
15660,INDIANA                  ,PUTNAM,"15,163","8,787","19,466","-21,443","-10,898",,,,,,,,,,,
15670,INDIANA                  ,RANDOLPH,"3,142",-153,"-24,260","2,038","-33,572",,,,,,,,,,,
15680,INDIANA                  ,RIPLEY,"12,458","1,568","12,992","-24,678","-21,311",,,,,,,,,,,
15690,INDIANA                  ,RUSH,"15,033","-4,956","-12,077","-14,242","2,045",,,,,,,,,,,
15700,INDIANA                  ,ST. JOSEPH,"41,936","45,904","-11,836","-63,731","64,729",,,,,,,,,,,
15710,INDIANA                  ,SCOTT,"-84,938","-49,078","-74,945","-42,612","-80,671",,,,,,,,,,,
15720,INDIANA                  ,SHELBY,"29,301","17,536","21,548","-2,554","-20,386",,,,,,,,,,,
15730,INDIANA                  ,SPENCER,"10,596","1,968","4,123","61,824","-9,185",,,,,,,,,,,
15740,INDIANA                  ,STARKE,"-12,232","18,718","-38,244","-1,193","-21,126",,,,,,,,,,,
15750,INDIANA                  ,STEUBEN,"9,528",-242,"30,670","5,103","12,101",,,,,,,,,,,
15760,INDIANA                  ,SULLIVAN,"-5,277","-6,331","-35,726","-12,348","-12,176",,,,,,,,,,,
15770,INDIANA                  ,SWITZERLAND,"-3,792","-4,875","4,825","-14,296","-11,300",,,,,,,,,,,
15780,INDIANA                  ,TIPPECANOE,"115,455","173,161","101,546","31,909","-10,729",,,,,,,,,,,
15790,INDIANA                  ,TIPTON,"12,024","-6,174","-4,098","-2,528","-4,776",,,,,,,,,,,
15800,INDIANA                  ,UNION,"-2,415","-6,581","-6,091","-3,295","-8,469",,,,,,,,,,,
15810,INDIANA                  ,VANDERBURGH,"418,918","582,083","781,425","571,790","645,452",,,,,,,,,,,
15820,INDIANA                  ,VERMILLION,"-5,287","-2,108","-7,167","-26,779","-4,130",,,,,,,,,,,
15830,INDIANA                  ,VIGO,"-16,293","-37,136","-57,504","-71,387","-101,384",,,,,,,,,,,
15840,INDIANA                  ,WABASH,"2,779","7,769","9,163","24,844","11,278",,,,,,,,,,,
15850,INDIANA                  ,WARREN,-355,"4,892","6,118","-13,164","-8,494",,,,,,,,,,,
15860,INDIANA                  ,WARRICK,"38,971","86,353","160,665","34,429","95,577",,,,,,,,,,,
15870,INDIANA                  ,WASHINGTON,"-31,989","-45,174","-14,103","-45,915","-48,269",,,,,,,,,,,
15880,INDIANA                  ,WAYNE,"11,836","9,738","-2,408","-31,445","-13,664",,,,,,,,,,,
15890,INDIANA                  ,WELLS,"11,982","25,477","27,581","19,828","26,643",,,,,,,,,,,
15900,INDIANA                  ,WHITE,"30,866","20,614","-31,690","-21,895","-18,553",,,,,,,,,,,
15910,INDIANA                  ,WHITLEY,"18,381","17,840","36,489","11,356","13,199",,,,,,,,,,,
16000,IOWA                     ,ADAIR,"-1,020","2,854","5,511","1,689",399,,,,,,,,,,,
16010,IOWA                     ,ADAMS,435,"-2,393","-2,617",-471,-187,,,,,,,,,,,
16020,IOWA                     ,ALLAMAKEE,"-1,732","3,701","4,449","6,487","-17,547",,,,,,,,,,,
16030,IOWA                     ,APPANOOSE,"13,819","6,588","-14,923","6,671","-11,812",,,,,,,,,,,
16040,IOWA                     ,AUDUBON,-287,"-3,188",-94,"-4,753",459,,,,,,,,,,,
16050,IOWA                     ,BENTON,"12,913","13,303","15,612","-2,810","-15,162",,,,,,,,,,,
16060,IOWA                     ,BLACK HAWK,"177,418","212,449","226,419","87,550","-31,204",,,,,,,,,,,
16070,IOWA                     ,BOONE,"15,735","1,061","3,198","-1,455","-6,550",,,,,,,,,,,
16080,IOWA                     ,BREMER,"-4,119","16,950","1,922",694,"-5,437",,,,,,,,,,,
16090,IOWA                     ,BUCHANAN,"-10,569","31,359","7,396","10,194","-27,795",,,,,,,,,,,
16100,IOWA                     ,BUENA VISTA,34,"2,660",625,"2,215","2,472",,,,,,,,,,,
16110,IOWA                     ,BUTLER,"18,286","8,386","6,076","2,528","2,608",,,,,,,,,,,
16120,IOWA                     ,CALHOUN,"5,912","-5,254",416,-813,"-5,719",,,,,,,,,,,
16130,IOWA                     ,CARROLL,"3,546","1,172","-12,467","-13,221","-7,683",,,,,,,,,,,
16140,IOWA                     ,CASS,"-12,129","-5,963","-12,081",240,"-17,586",,,,,,,,,,,
16150,IOWA                     ,CEDAR,"22,794","10,310","6,514","-10,229","-8,453",,,,,,,,,,,
16160,IOWA                     ,CERRO GORDO,"76,139","50,063","8,933","7,777","2,348",,,,,,,,,,,
16170,IOWA                     ,CHEROKEE,"1,992","2,565","-1,261",730,585,,,,,,,,,,,
16180,IOWA                     ,CHICKASAW,"13,055","9,819","9,437","4,235","-3,994",,,,,,,,,,,
16190,IOWA                     ,CLARKE,"9,097","11,555","9,836","-2,883","2,413",,,,,,,,,,,
16200,IOWA                     ,CLAY,-322,"-3,667","-4,247",733,"-3,588",,,,,,,,,,,
16210,IOWA                     ,CLAYTON,"4,190","4,639","7,245",-627,-825,,,,,,,,,,,
16220,IOWA                     ,CLINTON,"19,704","3,185","-12,111","10,147","-35,728",,,,,,,,,,,
16230,IOWA                     ,CRAWFORD,"-7,047","-15,391","-32,053","-13,508","-3,714",,,,,,,,,,,
16240,IOWA                     ,DALLAS,"23,237","28,004","13,804","37,538","22,719",,,,,,,,,,,
16250,IOWA                     ,DAVIS,"8,106",890,"3,882","7,423","11,718",,,,,,,,,,,
16260,IOWA                     ,DECATUR,"3,902","2,816",862,-905,538,,,,,,,,,,,
16270,IOWA                     ,DELAWARE,"9,946","-2,773","-13,341","-10,456","-3,087",,,,,,,,,,,
16280,IOWA                     ,DES MOINES,"6,422","20,427","-2,738","-34,534","-36,644",,,,,,,,,,,
16290,IOWA                     ,DICKINSON,"5,900","10,113","-1,452","-9,557","-7,403",,,,,,,,,,,
16300,IOWA                     ,DUBUQUE,"76,119","67,941","55,014","2,117","11,763",,,,,,,,,,,
16310,IOWA                     ,EMMET,"-10,026","1,845",242,"4,336","-5,926",,,,,,,,,,,
16320,IOWA                     ,FAYETTE,"14,056","13,723","17,094","6,427","-7,155",,,,,,,,,,,
16330,IOWA                     ,FLOYD,"21,644","13,216","5,743","5,041",128,,,,,,,,,,,
16340,IOWA                     ,FRANKLIN,"4,243","-6,842","4,138","2,389","-4,865",,,,,,,,,,,
16350,IOWA                     ,FREMONT,"-1,241","-24,424","-11,097","-12,900","1,388",,,,,,,,,,,
16360,IOWA                     ,GREENE,"3,618","3,423","6,208","-4,293","-2,324",,,,,,,,,,,
16370,IOWA                     ,GRUNDY,"1,102","-11,156","2,304","-4,383","-2,186",,,,,,,,,,,
16380,IOWA                     ,GUTHRIE,-754,"17,091","14,666","3,712",-353,,,,,,,,,,,
16390,IOWA                     ,HAMILTON,"5,147","1,045","4,321",184,"-9,231",,,,,,,,,,,
16400,IOWA                     ,HANCOCK,"14,172","28,714",557,627,"-4,317",,,,,,,,,,,
16410,IOWA                     ,HARDIN,325,"-3,999","1,758","-3,773","-26,933",,,,,,,,,,,
16420,IOWA                     ,HARRISON,-542,"-5,629","-15,521","-30,225","-8,563",,,,,,,,,,,
16430,IOWA                     ,HENRY,"-2,121","6,558","-20,618",200,"2,149",,,,,,,,,,,
16440,IOWA                     ,HOWARD,"5,262","-1,758","13,814","6,107","-5,066",,,,,,,,,,,
16450,IOWA                     ,HUMBOLDT,"-8,692","-10,476",605,"2,766","10,172",,,,,,,,,,,
16460,IOWA                     ,IDA,-138,"-1,930",-292,"2,180","1,691",,,,,,,,,,,
16470,IOWA                     ,IOWA,"27,520","21,126","8,075","21,975","13,972",,,,,,,,,,,
16480,IOWA                     ,JACKSON,"4,743","-12,680","22,444","13,662","-6,692",,,,,,,,,,,
16490,IOWA                     ,JASPER,"14,765","10,202","29,539","33,401","26,668",,,,,,,,,,,
16500,IOWA                     ,JEFFERSON,"18,313","10,236","7,373","16,005","-16,472",,,,,,,,,,,
16510,IOWA                     ,JOHNSON,"218,369","220,902","211,555","143,190","54,227",,,,,,,,,,,
16520,IOWA                     ,JONES,"15,925","11,440","-9,584","10,403","5,941",,,,,,,,,,,
16530,IOWA                     ,KEOKUK,"13,298","17,267","11,635","3,609","-3,794",,,,,,,,,,,
16540,IOWA                     ,KOSSUTH,"11,545","-1,048","-1,793","2,031","1,401",,,,,,,,,,,
16550,IOWA                     ,LEE,"7,026","-13,997",-61,"-20,652","-27,952",,,,,,,,,,,
16560,IOWA                     ,LINN,"171,432","145,981","63,805","58,717","-97,854",,,,,,,,,,,
16570,IOWA                     ,LOUISA,901,"9,142","9,225","3,950","-16,451",,,,,,,,,,,
16580,IOWA                     ,LUCAS,"10,090","1,689","-1,501",548,"-1,367",,,,,,,,,,,
16590,IOWA                     ,LYON,"5,723","6,268","7,647","-2,404","3,520",,,,,,,,,,,
16600,IOWA                     ,MADISON,"28,706","7,191","12,002","6,327","3,425",,,,,,,,,,,
16610,IOWA                     ,MAHASKA,"18,449","-7,402","-10,400","7,219","-20,787",,,,,,,,,,,
16620,IOWA                     ,MARION,"21,799","4,065","-5,186","12,214",482,,,,,,,,,,,
16630,IOWA                     ,MARSHALL,"28,544",-874,"-4,766","-4,091","1,136",,,,,,,,,,,
16640,IOWA                     ,MILLS,"-28,504","-53,292","-10,564","-1,168",-277,,,,,,,,,,,
16650,IOWA                     ,MITCHELL,"4,932","5,442","-4,342","1,133",848,,,,,,,,,,,
16660,IOWA                     ,MONONA,"-7,065",-925,"-1,601",133,"8,212",,,,,,,,,,,
16670,IOWA                     ,MONROE,"10,079","1,684","-1,308","-6,121",-97,,,,,,,,,,,
16680,IOWA                     ,MONTGOMERY,"-11,821",432,"-8,788","-10,944","-3,495",,,,,,,,,,,
16690,IOWA                     ,MUSCATINE,"65,018","17,697","63,692","3,219","-9,236",,,,,,,,,,,
16700,IOWA                     ,O'BRIEN,"-14,699","-4,955","1,293","2,961",-674,,,,,,,,,,,
16710,IOWA                     ,OSCEOLA,"5,494",750,"-11,215","-3,196",-191,,,,,,,,,,,
16720,IOWA                     ,PAGE,"-6,421","-10,491","-6,517","3,743",-459,,,,,,,,,,,
16730,IOWA                     ,PALO ALTO,"2,835","3,238","-5,827","6,565","-9,337",,,,,,,,,,,
16740,IOWA                     ,PLYMOUTH,"1,468","-2,847","4,473","1,696","3,375",,,,,,,,,,,
16750,IOWA                     ,POCAHONTAS,"1,297",939,"2,019","3,366","2,403",,,,,,,,,,,
16760,IOWA                     ,POLK,"1,156,720","1,136,491","1,032,123","1,430,971","1,060,059",,,,,,,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"-64,313",269,"-3,025","-10,928","10,704",,,,,,,,,,,
16780,IOWA                     ,POWESHIEK,"11,061","12,522","-9,900","-26,120","-2,052",,,,,,,,,,,
16790,IOWA                     ,RINGGOLD,"3,068","2,425",913,"5,540","3,335",,,,,,,,,,,
16800,IOWA                     ,SAC,"-6,219","-5,234",-996,87,"-2,565",,,,,,,,,,,
16810,IOWA                     ,SCOTT,"96,842","42,298","16,678","-28,468","-107,032",,,,,,,,,,,
16820,IOWA                     ,SHELBY,"-11,341","2,609",-879,773,"4,761",,,,,,,,,,,
16830,IOWA                     ,SIOUX,"5,866","1,960","5,435","3,872","-3,578",,,,,,,,,,,
16840,IOWA                     ,STORY,"33,963","21,827","43,403","60,031","45,651",,,,,,,,,,,
16850,IOWA                     ,TAMA,"11,769","13,879","12,983","4,288","-3,785",,,,,,,,,,,
16860,IOWA                     ,TAYLOR,"4,221",947,"-2,060","1,925","-2,590",,,,,,,,,,,
16870,IOWA                     ,UNION,-420,"11,574","5,468",-631,"9,878",,,,,,,,,,,
16880,IOWA                     ,VAN BUREN,"14,151","4,816","-9,019","5,051","7,998",,,,,,,,,,,
16890,IOWA                     ,WAPELLO,"33,015","-12,056","11,301","-5,788","30,794",,,,,,,,,,,
16900,IOWA                     ,WARREN,"40,316","49,890","30,428","47,388","40,251",,,,,,,,,,,
16910,IOWA                     ,WASHINGTON,"34,606","19,533","-27,531","-7,561","-7,360",,,,,,,,,,,
16920,IOWA                     ,WAYNE,"1,036","3,053",-605,656,"-6,602",,,,,,,,,,,
16930,IOWA                     ,WEBSTER,"7,759",444,"6,694","-1,676","27,641",,,,,,,,,,,
16940,IOWA                     ,WINNEBAGO,"4,603","6,951",610,70,"-5,071",,,,,,,,,,,
16950,IOWA                     ,WINNESHIEK,"6,772","-2,259","18,021","21,475","7,345",,,,,,,,,,,
16960,IOWA                     ,WOODBURY,"87,933","62,271","75,991","61,780","29,673",,,,,,,,,,,
16970,IOWA                     ,WORTH,"4,551","4,479","1,440",435,534,,,,,,,,,,,
16980,IOWA                     ,WRIGHT,"2,825",513,-50,"3,247","-4,980",,,,,,,,,,,
17000,KANSAS                   ,ALLEN,"10,904","-8,643","2,634","1,756","-4,534",,,,,,,,,,,
17010,KANSAS                   ,ANDERSON,142,"6,416","7,683","2,692","7,113",,,,,,,,,,,
17020,KANSAS                   ,ATCHISON,"9,510","4,605","-11,267","-1,809","-3,756",,,,,,,,,,,
17030,KANSAS                   ,BARBER,"-1,700",-279,"-6,684","-4,893","-1,118",,,,,,,,,,,
17040,KANSAS                   ,BARTON,"-3,923","-7,089","-3,553","-12,806","-4,926",,,,,,,,,,,
17050,KANSAS                   ,BOURBON,"-15,941","-26,544","-22,450","-9,042","-19,670",,,,,,,,,,,
17060,KANSAS                   ,BROWN,"4,667","2,456",772,"-13,741","-4,118",,,,,,,,,,,
17070,KANSAS                   ,BUTLER,"31,876","28,595","6,256","3,823",-934,,,,,,,,,,,
17080,KANSAS                   ,CHASE,-523,-75,"-2,365","-3,447",-773,,,,,,,,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-1,354",144,"-1,773","-1,256",676,,,,,,,,,,,
17100,KANSAS                   ,CHEROKEE,"-109,104","-114,217","-133,608","-82,618","-113,754",,,,,,,,,,,
17110,KANSAS                   ,CHEYENNE,"1,840","1,525","1,096","1,197","1,776",,,,,,,,,,,
17120,KANSAS                   ,CLARK,"1,418","1,298",860,-467,61,,,,,,,,,,,
17130,KANSAS                   ,CLAY,"6,109","7,431",24,"2,135","-3,019",,,,,,,,,,,
17140,KANSAS                   ,CLOUD,"-2,748","2,803","-3,996",-423,"-3,468",,,,,,,,,,,
17150,KANSAS                   ,COFFEY,30,"-2,212","5,001","-1,370",994,,,,,,,,,,,
17160,KANSAS                   ,COMANCHE,611,680,-186,"-1,334",-479,,,,,,,,,,,
17170,KANSAS                   ,COWLEY,"-18,105","-1,468","-7,075","-20,880","-51,839",,,,,,,,,,,
17180,KANSAS                   ,CRAWFORD,"-156,547","-152,247","-213,493","-140,195","-106,897",,,,,,,,,,,
17190,KANSAS                   ,DECATUR,"-1,936","-3,832","-1,465",8,-540,,,,,,,,,,,
17200,KANSAS                   ,DICKINSON,"-1,691","-5,245",-97,-845,"-4,131",,,,,,,,,,,
17210,KANSAS                   ,DONIPHAN,-546,"1,408","-1,156","-4,041","-3,306",,,,,,,,,,,
17220,KANSAS                   ,DOUGLAS,"20,577","32,578","-14,407","-48,231","-12,390",,,,,,,,,,,
17230,KANSAS                   ,EDWARDS,591,-359,"-5,386",0,"1,075",,,,,,,,,,,
17240,KANSAS                   ,ELK,"1,453",-477,562,"2,107","-3,622",,,,,,,,,,,
17250,KANSAS                   ,ELLIS,"5,401","1,426","-5,105","2,164","-10,616",,,,,,,,,,,
17260,KANSAS                   ,ELLSWORTH,"-1,800",426,0,"1,044","-1,734",,,,,,,,,,,
17270,KANSAS                   ,FINNEY,"-3,009","-3,495",973,"-3,052","-15,593",,,,,,,,,,,
17280,KANSAS                   ,FORD,"5,575","3,414",374,"-19,038","-4,103",,,,,,,,,,,
17290,KANSAS                   ,FRANKLIN,"7,767","9,142","16,526","13,224","-2,987",,,,,,,,,,,
17300,KANSAS                   ,GEARY,"5,974","1,763","-3,270","4,564","-9,888",,,,,,,,,,,
17310,KANSAS                   ,GOVE,-640,"1,137",-855,295,271,,,,,,,,,,,
17320,KANSAS                   ,GRAHAM,"-1,021",-583,514,-908,"1,611",,,,,,,,,,,
17330,KANSAS                   ,GRANT,328,-732,"-3,739","-3,216","-3,711",,,,,,,,,,,
17340,KANSAS                   ,GRAY,"-1,358",155,"1,728","1,183","-3,141",,,,,,,,,,,
17350,KANSAS                   ,GREELEY,0,-322,0,10,0,,,,,,,,,,,
17360,KANSAS                   ,GREENWOOD,-753,"4,485","-3,122","-4,998","-10,858",,,,,,,,,,,
17370,KANSAS                   ,HAMILTON,0,"1,504","1,804",254,247,,,,,,,,,,,
17380,KANSAS                   ,HARPER,"4,461","3,292",707,"-9,507","5,361",,,,,,,,,,,
17390,KANSAS                   ,HARVEY,"32,038","43,988","17,059","11,612","-2,634",,,,,,,,,,,
17391,KANSAS                   ,HASKELL,-114,"-12,142","3,846",-236,-797,,,,,,,,,,,
17410,KANSAS                   ,HODGEMAN,229,"1,984",-391,0,-227,,,,,,,,,,,
17420,KANSAS                   ,JACKSON,"5,328","7,626",-307,"-4,023","-6,337",,,,,,,,,,,
